id,name,image,party,status,email,term
60165b05-9a76-4ae6-84d0-0de7692154b1,Niels Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1979-05-01
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1979-05-01
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1979-05-01
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1979-05-01
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1979-05-01
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1979-05-01
8e35d10a-8c5b-42f1-b493-ef4070ce6b7f,Sofus Joelsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1979-05-01
24b2e8d5-313e-47ef-882f-3feaddd22d58,Thue Christiansen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1979-05-01
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,jomo@gh.gl,1983-04-12
2cee0ddf-2e20-4081-b816-0020a37b9743,Hendrik Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
98910cf1-54f9-41a4-8b16-3de553fc004c,Aage Hammeken,http://en.inatsisartut.gl/media/2316307/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
34bb9b65-82bf-4190-b07a-a04b2f96cb61,Allan Idd Jensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
d2d87db5-bf3a-41bf-b2aa-69e1d09d17ed,Anguteraq Davidsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
d4d89d13-2f6a-4567-90fa-53486b4e5b1d,Aqqaluk Lynge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1983-04-12
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
248530f3-6690-46be-9168-eb91f191dc7e,Hans Iversen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
1cbbc767-aa7e-4a35-8f4c-6366be03fab7,Hans Pvia Rosing,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
1e0e8a3a-fdaf-4f23-a74e-3bc1b4ba8b31,Holger Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
0168396f-acc0-4681-aa89-0ad784ee8a95,Ingvar Høegh,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
4bd59647-b38a-4c65-8e62-779024f2d26e,Isak Lund,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
5777e11f-e768-459f-b372-04337c331d55,Lars Chemnitz,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,Siumut,Member of Inatsisartut,larsemil@inatsisartut.gl,1983-04-12
3073090e-ac00-4a11-8603-29be228a2e90,Moses Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1983-04-12
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
8e35d10a-8c5b-42f1-b493-ef4070ce6b7f,Sofus Joelsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1983-04-12
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
248530f3-6690-46be-9168-eb91f191dc7e,Hans Iversen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
b25fd3c9-0bf5-4794-a9d5-36586a5dd978,Andreas Sanimuinnaq,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
d4d89d13-2f6a-4567-90fa-53486b4e5b1d,Aqqaluk Lynge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1984-06-06
66c6f469-a716-4355-b8be-5e625e3fa16f,Emilie Lennert,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
2cee0ddf-2e20-4081-b816-0020a37b9743,Hendrik Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
8143b42e-57ad-4742-836a-dd3803e898c2,Henriette Rasmussen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1984-06-06
1e0e8a3a-fdaf-4f23-a74e-3bc1b4ba8b31,Holger Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
0168396f-acc0-4681-aa89-0ad784ee8a95,Ingvar Høegh,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
4bd59647-b38a-4c65-8e62-779024f2d26e,Isak Lund,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
612455d1-5a9a-4fff-8e10-90f50fd2edf3,Jan Str. Christophersen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
82678096-dac6-481a-a981-8a47b2afa750,Jens Lyberth,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
fce3ad36-cac6-4b9b-b461-acba5de49901,Jens Geisler,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1984-06-06
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,jomo@gh.gl,1984-06-06
a13ab224-3c15-457a-8044-4fa38bd62385,Knud Sørensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,Siumut,Member of Inatsisartut,larsemil@inatsisartut.gl,1984-06-06
3073090e-ac00-4a11-8603-29be228a2e90,Moses Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1984-06-06
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
f5edbf93-3560-456a-bbb8-579e3731e39c,Uusaqqak Qujaukitsoq,http://en.inatsisartut.gl/media/2316160/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1984-06-06
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,jomo@gh.gl,1987-05-26
2cee0ddf-2e20-4081-b816-0020a37b9743,Hendrik Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
d4d89d13-2f6a-4567-90fa-53486b4e5b1d,Aqqaluk Lynge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1987-05-26
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
23877afa-791e-4d5b-bfca-636aed22111c,Godmand Jensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
248530f3-6690-46be-9168-eb91f191dc7e,Hans Iversen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
8143b42e-57ad-4742-836a-dd3803e898c2,Henriette Rasmussen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1987-05-26
1e0e8a3a-fdaf-4f23-a74e-3bc1b4ba8b31,Holger Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
fce3ad36-cac6-4b9b-b461-acba5de49901,Jens Geisler,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1987-05-26
82678096-dac6-481a-a981-8a47b2afa750,Jens Lyberth,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
32877771-0936-47ab-8dbf-892b691852b7,Jonas Danielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
14d3e3e4-db78-4f38-a416-bd108fd6d254,Josef Motzfeldt,http://en.inatsisartut.gl/media/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,Inuit Ataqatigiit,Member of Inatsisartut,tuusi@inatsisartut.gl,1987-05-26
a13ab224-3c15-457a-8044-4fa38bd62385,Knud Sørensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
5777e11f-e768-459f-b372-04337c331d55,Lars Chemnitz,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,Siumut,Member of Inatsisartut,larsemil@inatsisartut.gl,1987-05-26
af6ddf03-b6ae-4bdd-8804-eecf3fe79e1e,Mikael Petersen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
3073090e-ac00-4a11-8603-29be228a2e90,Moses Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
9269121c-74cb-445a-8c81-b40677b326b4,Niels Carlo Heilmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
00ca3d62-659e-41a9-9087-740d65ffdb88,Nikolaj Heinrich,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Issittup Partiia,Member of Inatsisartut,"",1987-05-26
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
7f942e8e-bb44-4e6d-b716-2409fa6306e3,Preben Lange,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
1bfe3326-8799-4160-9c24-44a2baf3a6a8,Torben Emil Lynge,http://en.inatsisartut.gl/media/2316111/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1987-05-26
f5edbf93-3560-456a-bbb8-579e3731e39c,Uusaqqak Qujaukitsoq,http://en.inatsisartut.gl/media/2316160/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1987-05-26
aac4aa2c-bbf5-4d21-87e9-ca2e3ac9783b,Bent Frederiksen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
a6f7857d-4db3-45ce-a3ae-9abadee653a9,Ane Sofie Hammeken,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
b2149822-dcfc-4f18-a811-86d6b72d3274,Agnethe Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
d4d89d13-2f6a-4567-90fa-53486b4e5b1d,Aqqaluk Lynge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1991-03-05
7c6ff336-22f6-4e4a-9edd-fd08151a64ac,Bjarne Kreutzmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Akulliit Partiiat,Member of Inatsisartut,"",1991-03-05
11e9dbf4-f713-4404-8c2f-3c0eb413921c,Emil Abelsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
66c6f469-a716-4355-b8be-5e625e3fa16f,Emilie Lennert,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
248530f3-6690-46be-9168-eb91f191dc7e,Hans Iversen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
c6e11854-8aab-48a3-872c-1b499a141fe9,Hans Pavia Egede,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Akulliit Partiiat,Member of Inatsisartut,"",1991-03-05
8143b42e-57ad-4742-836a-dd3803e898c2,Henriette Rasmussen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1991-03-05
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
438c3002-1e82-45fc-a270-bb0a0aaad6f6,Johan Lund Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,johan@gh.gl,1991-03-05
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,jomo@gh.gl,1991-03-05
14d3e3e4-db78-4f38-a416-bd108fd6d254,Josef Motzfeldt,http://en.inatsisartut.gl/media/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,Inuit Ataqatigiit,Member of Inatsisartut,tuusi@inatsisartut.gl,1991-03-05
1ca0a131-bbab-4690-85b9-522718a3c446,Kaj Egede,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
a13ab224-3c15-457a-8044-4fa38bd62385,Knud Sørensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
5777e11f-e768-459f-b372-04337c331d55,Lars Chemnitz,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,Siumut,Member of Inatsisartut,larsemil@inatsisartut.gl,1991-03-05
00ca3d62-659e-41a9-9087-740d65ffdb88,Nikolaj Heinrich,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Issittup Partiia,Member of Inatsisartut,"",1991-03-05
ef1f251b-0713-4662-86de-d16759dc0377,Ole Lynge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1991-03-05
77251343-2796-4e88-84fa-4b58503ca2d5,Otto Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
23707f00-91c0-4d72-a3f5-5b0af6c02f91,Ove Rosing-Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
e260a0b2-96f2-47b4-ac70-8251d9d0880c,Pavia Nielsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
e7c37036-98af-4931-9061-90fd045cd582,Peter Ostermann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1991-03-05
6844b6df-9e6a-43fb-9276-45e1a9f52d70,Peter G. Samuelsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
f5edbf93-3560-456a-bbb8-579e3731e39c,Uusaqqak Qujaukitsoq,http://en.inatsisartut.gl/media/2316160/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1991-03-05
89f4a64a-eab1-46c4-8caa-b9b33cf0cc7f,Lars-Emil Johansen,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,Siumut,Member of Inatsisartut,larsemil@inatsisartut.gl,1995-03-04
fc383496-e530-4885-a020-d5fa1adb9e58,Jonathan Motzfeldt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,jomo@gh.gl,1995-03-04
1085988d-e712-46f2-95d9-633559874286,Agnethe Davidsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1995-03-04
d91e030d-c731-467e-bf07-b3b0b5fb9316,Anders Nilsson,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1995-03-04
1d2b8674-da01-43c0-a8af-521296160406,Anders Andreassen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1995-03-04
2e8ad049-e92d-4122-ac72-0e67f417385e,Anthon Frederiksen,http://en.inatsisartut.gl/media/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,Kandidatforbund,Member of Inatsisartut,antuut@inatsisartut.gl,1995-03-04
7c6ff336-22f6-4e4a-9edd-fd08151a64ac,Bjarne Kreutzmann,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Akulliit Partiiat,Member of Inatsisartut,"",1995-03-04
d86bd2fa-68af-4007-914e-bfea44cde83f,Daniel Skifte,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1995-03-04
7dca92b8-aa18-4d28-8807-dd1627870d19,Finn Karlsen,http://en.inatsisartut.gl/media/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,Atassut,Member of Inatsisartut,fika@nanoq.gl,1995-03-04
0a343a11-29ab-4706-8334-d759ccb0e9cc,Hans Enoksen,http://en.inatsisartut.gl/media/298458/untitled-6.jpg,Siumut,Member of Inatsisartut,hans@inatsisartut.gl,1995-03-04
038ce71d-52d3-4093-a2a1-897947764e12,Jakob Sivertsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1995-03-04
192bf56b-359b-4d28-b88e-b572e76fb6f4,Jens Napaattooq,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,"",1995-03-04
438c3002-1e82-45fc-a270-bb0a0aaad6f6,Johan Lund Olsen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Inuit Ataqatigiit,Member of Inatsisartut,johan@gh.gl,1995-03-04
14d3e3e4-db78-4f38-a416-bd108fd6d254,Josef Motzfeldt,http://en.inatsisartut.gl/media/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,Inuit Ataqatigiit,Member of Inatsisartut,tuusi@inatsisartut.gl,1995-03-04
64b78a9c-6558-4a89-ab95-b44ace018602,Karl Lyberth,http://en.inatsisartut.gl/media/762432/Karl_Lyberth.jpg,Akulliit Partiiat,Member of Inatsisartut,karll@inatsisartut.gl,1995-03-04
a13ab224-3c15-457a-8044-4fa38bd62385,Knud Sørensen,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1995-03-04
fb8105bb-969b-4d48-9460-854c15b5a85c,Konrad Steenholdt,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Atassut,Member of Inatsisartut,"",1995-03-04
208a0c39-5b08-475f-b26e-a99921c799f9,Kristine Raahauge,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,Siumut,Member of Inatsisartut,"",1995-03-04
586d288f-5469-48b7-a523-fa8962f19c6b,Kuupik Vandersee Kleist,http://en.inatsisartut.gl/media/234472/2010.09.17%20Start%20EM%202010%2000948.jpg,Inuit Ataqatigiit,Member of Inatsisartut,kuupik@inatsisartut.gl,1995-03-04
